cellLine	randomSeed	numEstimators	boolFeatureSelection	accuracy	sensitivity	specificity	mcc
PC3	2	32	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	3	32	False	0.684210526316	0.705882352941	0.5	0.135928736542
PC3	4	32	False	0.668421052632	0.698224852071	0.428571428571	0.0855287673071
PC3	0	34	False	0.673684210526	0.7	0.45	0.099033793766
PC3	1	34	False	0.689473684211	0.710059171598	0.52380952381	0.1577530597
PC3	2	34	False	0.668421052632	0.693641618497	0.411764705882	0.0647242281724
PC3	3	34	False	0.7	0.715976331361	0.571428571429	0.193865205896
PC3	4	34	False	0.673684210526	0.707317073171	0.461538461538	0.1248465648
PC3	0	36	False	0.663157894737	0.694117647059	0.4	0.0621388509904
PC3	1	36	False	0.678947368421	0.701754385965	0.473684210526	0.113227703414
PC3	2	36	False	0.652631578947	0.683908045977	0.3125	-0.00214594251094
PC3	3	36	False	0.689473684211	0.707602339181	0.526315789474	0.150970271219
PC3	4	36	False	0.668421052632	0.698224852071	0.428571428571	0.0855287673071
PC3	0	38	False	0.657894736842	0.690058479532	0.368421052632	0.0377425678048
PC3	1	38	False	0.678947368421	0.701754385965	0.473684210526	0.113227703414
PC3	2	38	False	0.647368421053	0.68	0.266666666667	-0.0309396987262
PC3	3	38	False	0.689473684211	0.707602339181	0.526315789474	0.150970271219
PC3	4	38	False	0.673684210526	0.702380952381	0.454545454545	0.108022621098
PC3	0	40	False	0.657894736842	0.690058479532	0.368421052632	0.0377425678048
PC3	1	40	False	0.678947368421	0.704142011834	0.47619047619	0.121640913503
PC3	2	40	False	0.657894736842	0.683615819209	0.307692307692	-0.0047208954764
PC3	3	40	False	0.694736842105	0.711764705882	0.55	0.172823679317
PC3	4	40	False	0.663157894737	0.694117647059	0.4	0.0621388509904
PC3	0	42	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	1	42	False	0.673684210526	0.7	0.45	0.099033793766
PC3	2	42	False	0.657894736842	0.683615819209	0.307692307692	-0.0047208954764
PC3	3	42	False	0.7	0.713450292398	0.578947368421	0.188712839024
PC3	4	42	False	0.647368421053	0.684210526316	0.315789473684	0.0
PC3	0	44	False	0.668421052632	0.693641618497	0.411764705882	0.0647242281724
PC3	1	44	False	0.673684210526	0.7	0.45	0.099033793766
PC3	2	44	False	0.657894736842	0.683615819209	0.307692307692	-0.0047208954764
PC3	3	44	False	0.694736842105	0.709302325581	0.555555555556	0.166865315923
PC3	4	44	False	0.652631578947	0.686046511628	0.333333333333	0.0122096572626
PC3	0	46	False	0.652631578947	0.686046511628	0.333333333333	0.0122096572626
PC3	1	46	False	0.678947368421	0.701754385965	0.473684210526	0.113227703414
PC3	2	46	False	0.673684210526	0.688888888889	0.4	0.0427008410147
PC3	3	46	False	0.694736842105	0.709302325581	0.555555555556	0.166865315923
PC3	4	46	False	0.657894736842	0.687861271676	0.352941176471	0.0250545399377
PC3	0	48	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	1	48	False	0.678947368421	0.701754385965	0.473684210526	0.113227703414
PC3	2	48	False	0.673684210526	0.688888888889	0.4	0.0427008410147
PC3	3	48	False	0.694736842105	0.711764705882	0.55	0.172823679317
PC3	4	48	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	0	50	False	0.668421052632	0.693641618497	0.411764705882	0.0647242281724
PC3	1	50	False	0.689473684211	0.710059171598	0.52380952381	0.1577530597
PC3	2	50	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
PC3	3	50	False	0.684210526316	0.703488372093	0.5	0.128201401258
PC3	4	50	False	0.668421052632	0.693641618497	0.411764705882	0.0647242281724
PC3	0	52	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	52	False	0.694736842105	0.711764705882	0.55	0.172823679317
PC3	2	52	False	0.673684210526	0.691011235955	0.416666666667	0.056348182237
PC3	3	52	False	0.689473684211	0.707602339181	0.526315789474	0.150970271219
PC3	4	52	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	0	54	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	54	False	0.684210526316	0.705882352941	0.5	0.135928736542
PC3	2	54	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
PC3	3	54	False	0.689473684211	0.707602339181	0.526315789474	0.150970271219
PC3	4	54	False	0.668421052632	0.693641618497	0.411764705882	0.0647242281724
PC3	0	56	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	56	False	0.694736842105	0.714285714286	0.545454545455	0.178796062507
PC3	2	56	False	0.673684210526	0.691011235955	0.416666666667	0.056348182237
PC3	3	56	False	0.694736842105	0.709302325581	0.555555555556	0.166865315923
PC3	4	56	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	0	58	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	58	False	0.694736842105	0.711764705882	0.55	0.172823679317
PC3	2	58	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
PC3	3	58	False	0.689473684211	0.702857142857	0.533333333333	0.137018665787
PC3	4	58	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	0	60	False	0.668421052632	0.693641618497	0.411764705882	0.0647242281724
PC3	1	60	False	0.689473684211	0.705202312139	0.529411764706	0.144063604642
PC3	2	60	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
PC3	3	60	False	0.689473684211	0.702857142857	0.533333333333	0.137018665787
PC3	4	60	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	0	62	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	62	False	0.7	0.713450292398	0.578947368421	0.188712839024
PC3	2	62	False	0.673684210526	0.691011235955	0.416666666667	0.056348182237
PC3	3	62	False	0.689473684211	0.702857142857	0.533333333333	0.137018665787
PC3	4	62	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	0	64	False	0.678947368421	0.699421965318	0.470588235294	0.104393916407
PC3	1	64	False	0.689473684211	0.707602339181	0.526315789474	0.150970271219
PC3	2	64	False	0.668421052632	0.687150837989	0.363636363636	0.0255170133353
PC3	3	64	False	0.689473684211	0.702857142857	0.533333333333	0.137018665787
PC3	4	64	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	0	66	False	0.678947368421	0.699421965318	0.470588235294	0.104393916407
PC3	1	66	False	0.689473684211	0.707602339181	0.526315789474	0.150970271219
PC3	2	66	False	0.673684210526	0.691011235955	0.416666666667	0.056348182237
PC3	3	66	False	0.678947368421	0.694915254237	0.461538461538	0.0849761185752
PC3	4	66	False	0.663157894737	0.689655172414	0.375	0.0386269651968
PC3	0	68	False	0.678947368421	0.699421965318	0.470588235294	0.104393916407
PC3	1	68	False	0.678947368421	0.701754385965	0.473684210526	0.113227703414
PC3	2	68	False	0.673684210526	0.691011235955	0.416666666667	0.056348182237
PC3	3	68	False	0.678947368421	0.694915254237	0.461538461538	0.0849761185752
PC3	4	68	False	0.663157894737	0.689655172414	0.375	0.0386269651968
PC3	0	70	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	1	70	False	0.673684210526	0.697674418605	0.444444444444	0.0895374865927
PC3	2	70	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
PC3	3	70	False	0.678947368421	0.694915254237	0.461538461538	0.0849761185752
PC3	4	70	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	0	72	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	72	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	2	72	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
PC3	3	72	False	0.684210526316	0.696629213483	0.5	0.102896680607
PC3	4	72	False	0.678947368421	0.697142857143	0.466666666667	0.0950290746589
PC3	0	74	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	74	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	2	74	False	0.673684210526	0.691011235955	0.416666666667	0.056348182237
PC3	3	74	False	0.684210526316	0.696629213483	0.5	0.102896680607
PC3	4	74	False	0.673684210526	0.693181818182	0.428571428571	0.0684311126814
PC3	0	76	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	76	False	0.678947368421	0.699421965318	0.470588235294	0.104393916407
PC3	2	76	False	0.673684210526	0.691011235955	0.416666666667	0.056348182237
PC3	3	76	False	0.684210526316	0.696629213483	0.5	0.102896680607
PC3	4	76	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	0	78	False	0.663157894737	0.6875	0.357142857143	0.0250914079832
PC3	1	78	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	2	78	False	0.673684210526	0.691011235955	0.416666666667	0.056348182237
PC3	3	78	False	0.678947368421	0.692737430168	0.454545454545	0.0739993386724
PC3	4	78	False	0.673684210526	0.693181818182	0.428571428571	0.0684311126814
PC3	0	80	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	80	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	2	80	False	0.678947368421	0.692737430168	0.454545454545	0.0739993386724
PC3	3	80	False	0.689473684211	0.698324022346	0.545454545455	0.122481664009
PC3	4	80	False	0.673684210526	0.693181818182	0.428571428571	0.0684311126814
PC3	0	82	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	1	82	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	2	82	False	0.678947368421	0.692737430168	0.454545454545	0.0739993386724
PC3	3	82	False	0.694736842105	0.702247191011	0.583333333333	0.149445178976
PC3	4	82	False	0.673684210526	0.693181818182	0.428571428571	0.0684311126814
PC3	0	84	False	0.663157894737	0.689655172414	0.375	0.0386269651968
PC3	1	84	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	2	84	False	0.673684210526	0.691011235955	0.416666666667	0.056348182237
PC3	3	84	False	0.7	0.703910614525	0.636363636364	0.170963989346
PC3	4	84	False	0.673684210526	0.693181818182	0.428571428571	0.0684311126814
PC3	0	86	False	0.663157894737	0.689655172414	0.375	0.0386269651968
PC3	1	86	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	2	86	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
PC3	3	86	False	0.694736842105	0.7	0.6	0.144115338425
PC3	4	86	False	0.673684210526	0.693181818182	0.428571428571	0.0684311126814
PC3	0	88	False	0.663157894737	0.689655172414	0.375	0.0386269651968
PC3	1	88	False	0.678947368421	0.699421965318	0.470588235294	0.104393916407
PC3	2	88	False	0.689473684211	0.698324022346	0.545454545455	0.122481664009
PC3	3	88	False	0.684210526316	0.696629213483	0.5	0.102896680607
PC3	4	88	False	0.673684210526	0.693181818182	0.428571428571	0.0684311126814
PC3	0	90	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	90	False	0.678947368421	0.699421965318	0.470588235294	0.104393916407
PC3	2	90	False	0.694736842105	0.702247191011	0.583333333333	0.149445178976
PC3	3	90	False	0.689473684211	0.698324022346	0.545454545455	0.122481664009
PC3	4	90	False	0.673684210526	0.693181818182	0.428571428571	0.0684311126814
PC3	0	92	False	0.678947368421	0.699421965318	0.470588235294	0.104393916407
PC3	1	92	False	0.678947368421	0.697142857143	0.466666666667	0.0950290746589
PC3	2	92	False	0.694736842105	0.702247191011	0.583333333333	0.149445178976
PC3	3	92	False	0.684210526316	0.696629213483	0.5	0.102896680607
PC3	4	92	False	0.673684210526	0.693181818182	0.428571428571	0.0684311126814
PC3	0	94	False	0.673684210526	0.695402298851	0.4375	0.0793998729046
PC3	1	94	False	0.684210526316	0.701149425287	0.5	0.120172780612
PC3	2	94	False	0.689473684211	0.698324022346	0.545454545455	0.122481664009
PC3	3	94	False	0.694736842105	0.704545454545	0.571428571429	0.155110522078
PC3	4	94	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
PC3	0	96	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	1	96	False	0.678947368421	0.697142857143	0.466666666667	0.0950290746589
PC3	2	96	False	0.684210526316	0.696629213483	0.5	0.102896680607
PC3	3	96	False	0.689473684211	0.702857142857	0.533333333333	0.137018665787
PC3	4	96	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
PC3	0	98	False	0.668421052632	0.691428571429	0.4	0.0530394835305
PC3	1	98	False	0.678947368421	0.697142857143	0.466666666667	0.0950290746589
PC3	2	98	False	0.684210526316	0.696629213483	0.5	0.102896680607
PC3	3	98	False	0.678947368421	0.697142857143	0.466666666667	0.0950290746589
PC3	4	98	False	0.668421052632	0.689265536723	0.384615384615	0.0401276115494
