cellLine	randomSeed	parameterTested	boolFeatureSelection	accuracy	sensitivity	specificity	mcc
PC3	3	76	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	4	76	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	0	81	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	1	81	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	2	81	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	3	81	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	4	81	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	0	86	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	1	86	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	2	86	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	3	86	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	4	86	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	0	91	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	1	91	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	2	91	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	3	91	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	4	91	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	0	96	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	1	96	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	2	96	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	3	96	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
PC3	4	96	False	0.663157894737	0.691860465116	0.388888888889	0.0508735719277
